Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:4	ac78		rc://*/ta/man/translate/translate-unknown	וְ⁠כַרְמֶ֔ל	1	**Carmel** is the name of a mountain range. If your readers would not be familiar with this place, you could include an explanation. Alternate translation: “the Carmel mountain range”
1:4	ad12		rc://*/ta/man/translate/figs-ellipsis	וְ⁠כַרְמֶ֔ל	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply “withers” from earlier in the sentence if it would be clearer in your language. Alternate translation: “Carmel withers”
1:5	ad34		rc://*/ta/man/translate/figs-hyperbole	 הָרִים֙ רָעֲשׁ֣וּ	1	The author is using extreme language of physical events to emphasize how powerful Yahweh is. If it would be clearer in your language, you could express this in a non-figurative way. Alternate translation: “It is as though mountains shake” 
1:5	ad56		rc://*/ta/man/translate/figs-ellipsis	יֹ֥שְׁבֵי בָֽ⁠הּ	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply “shake” from earlier in the sentence if it would be clearer in your language. Alternate translation: “all who dwell in it shake before his face”
1:6	ad78		rc://*/ta/man/translate/figs-idiom	לִ⁠פְנֵ֤י	1	Here, **face** is an idiom that means “presence.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have that meaning or state the meaning plainly. Alternate translation: “Before his anger”
1:6	ae12		rc://*/ta/man/translate/figs-idiom	אַפּ֑⁠וֹ	1	Here, **the burning of his nose** is an idiom meaning that the person is angry. If this phrase does not have that meaning in your language, use an idiom from your language that does have that meaning or state the meaning plainly. Alternate translation: “his fierce anger”
1:6	ae34		rc://*/ta/man/translate/figs-parallelism	לִ⁠פְנֵ֤י זַעְמ⁠וֹ֙ מִ֣י יַֽעֲמ֔וֹד וּ⁠מִ֥י יָק֖וּם בַּ⁠חֲר֣וֹן אַפּ֑⁠וֹ	1	These two sentences mean basically the same thing. The second clause emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the clauses with a word or phrase that shows that the second clause is repeating the first one, not saying something additional. Alternate translation: “To the face of his indignation, who can stand? I say again, who can arise against the burning of his nose?”
1:6	ae56		rc://*/ta/man/translate/figs-abstractnouns	זַעְמ⁠וֹ֙ & חֲמָת⁠וֹ֙	1	If your language does not use abstract nouns for the ideas of **indignation** and **wrath**, you could express the same ideas in other ways. Alternate translation: “when he is angry” ... “when he is furious”
1:6	ae78		rc://*/ta/man/translate/figs-doublet	זַעְמ⁠וֹ֙ & חֲמָת⁠וֹ֙	1	The terms **indignation** and **wrath** mean similar things. The author is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “his fierce anger”
1:6	af12		rc://*/ta/man/translate/figs-rquestion	לִ⁠פְנֵ֤י זַעְמ⁠וֹ֙ מִ֣י יַֽעֲמ֔וֹד	1	The author is using the question form to emphasize that no one can endure when Yahweh is angry. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “No one can endure when he is angry!”
1:6	af34		rc://*/ta/man/translate/figs-rquestion	וּ⁠מִ֥י יָק֖וּם בַּ⁠חֲר֣וֹן אַפּ֑⁠וֹ	1	The author is using the question form to emphasize that no one can resist when Yahweh is angry. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “No one can resist his fierce anger!”
1:7	af56		rc://*/ta/man/translate/figs-ellipsis	לְ⁠מָע֖וֹז	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply “he is” from earlier in the sentence if it would be clearer in your language. Alternate translation: “for he is a stronghold”
1:7	af78		rc://*/ta/man/translate/figs-possession	בְּ⁠י֣וֹם צָרָ֑ה	1	Here the author is using the possessive form to describe a **day** that is characterized by **trouble**. If your language would not use the possessive form for this, you could express this as a time when trouble happens. Alternate translation: “time when there is trouble”
1:7	ag12		rc://*/ta/man/translate/figs-metaphor	חֹ֥סֵי	1	Here the author is speaking of Yahweh as if he were a **refuge**, that is, a safe place to hide. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “those who come to him for protection”
1:8	ag34		rc://*/ta/man/translate/writing-pronouns	מְקוֹמָ֑⁠הּ	1	The pronoun **its** refers to Nineveh. If this is not clear for your readers, you could use the city’s name here. Alternate translation: “Nineveh’s”
1:8	ax34		rc://*/ta/man/translate/figs-metaphor	וְ⁠אֹיְבָ֖י⁠ו יְרַדֶּף־חֹֽשֶׁךְ	1	Here **darkness** represents all kinds of bad things, and Nahum speaks of it as if it were a person pursuing his enemies. It means that Yahweh will not allow his enemies to escape their punishment.  If it would be helpful in your language, you could state the meaning plainly.  Alternate translation: “his enemies will not escape their punishment”
1:9	ag56		rc://*/ta/man/translate/writing-pronouns	תְּחַשְּׁבוּ⁠ן֙	1	The pronoun **you** refers to the Ninevites. If this is not clear for your readers, you could use the people’s name here. Alternate translation: “you Ninevites”
1:9	ag78		rc://*/ta/man/translate/figs-yousingular	תְּחַשְּׁבוּ⁠ן֙	1	Here, **you** is plural. It refers to the Ninevites, so use the plural form in your translation if your language marks that distinction.
1:9	ah12		rc://*/ta/man/translate/figs-abstractnouns	צָרָֽה	1	If your language does not use an abstract noun for the idea of **trouble**, you could express the same idea in another way. Alternate translation: “bad events”
1:9	ah34		rc://*/ta/man/translate/figs-metaphor	תָק֥וּם	1	Here the author is speaking of **trouble** as if it were a person who could **rise up**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “happen”
1:10	ah56		rc://*/ta/man/translate/figs-simile	עַד־סִירִ֣ים סְבֻכִ֔ים וּ⁠כְ⁠סָבְאָ֖⁠ם סְבוּאִ֑ים אֻ֨כְּל֔וּ	1	The author is saying that the Ninevites are like tangled thorn bushes and dried stubble in a fire and like the drink in their own hands because all of these things are quickly consumed. If it would be helpful in your language, you could state that explicitly. Alternate translation: “Just as tangled thorn bushes are in a fire and just as a drink is in the hands of a Ninevite, they are quickly consumed”
1:10	ah78		rc://*/ta/man/translate/writing-pronouns	וּ⁠כְ⁠סָבְאָ֖⁠ם & אֻ֨כְּל֔וּ	1	The pronouns **their** and **they** refer to the Ninevites. If this is not clear for your readers, you could use the people’s name here. Alternate translation: “the Ninevites‘ drink” ... “the Ninevites are devoured”
1:10	ai12		rc://*/ta/man/translate/figs-activepassive	אֻ֨כְּל֔וּ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God will destroy them”
1:11	ai34		rc://*/ta/man/translate/writing-pronouns	מִמֵּ֣⁠ךְ	1	The pronoun **you** refers to Nineveh. If this is not clear for your readers, you could add the city’s name here. Alternate translation: “you, Nineveh”
1:11	ai56		rc://*/ta/man/translate/figs-yousingular	מִמֵּ֣⁠ךְ	1	Here, **you** is singular. It refers to Nineveh, so use the singular form in your translation if your language marks that distinction.
1:11	bz01		rc://*/ta/man/translate/figs-apostrophe	מִמֵּ֣⁠ךְ יָצָ֔א	1	Nahum has been referring to Nineveh in the third person, but now he addresses the city directly in the second person. He does this even though he knows that the people of Nineveh cannot hear him, in order to more powerfully express his prophecy against the people of Nineveh to his audience, which is the people of Judah. If it would be helpful in your language, you could express the transition here more clearly or add the name of the city. Alternate translation: “This is what I say to Nineveh: From you came out” or “From you, Nineveh, came out”
1:11	bx35		rc://*/ta/man/translate/figs-parallelism	חֹשֵׁ֥ב & רָעָ֑ה יֹעֵ֖ץ בְּלִיָּֽעַל	1	These two clauses mean basically the same thing. The second clause emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could combine the clauses or connect them with a word that shows that the second clause is repeating the first one, not saying something additional. Alternate translation: “a plotter of evil … indeed, an advisor of wickedness”
1:11	pa78		rc://*/ta/man/translate/figs-abstractnouns	חֹשֵׁ֥ב & רָעָ֑ה יֹעֵ֖ץ בְּלִיָּֽעַל	1	If your language does not use abstract nouns for the ideas of **evil** and **wickedness**, you could express the same ideas in another way. Alternate translation: “an evil plotter … a wicked advisor”
1:12	ai78		rc://*/ta/man/translate/figs-explicit	שְׁלֵמִים֙	1	The implication is that they are full in strength. You could include this information if that would be helpful to your readers. Alternate translation: “full of strength”
1:12	aj12		rc://*/ta/man/translate/translate-tense	נָגֹ֖זּוּ וְ⁠עָבָ֑ר	1	The author uses the past tense here in order to refer to something that will certainly happen in the future. If it would not be natural to do that in your language, you could use the future tense. Alternate translation: “will be sheared” ... “will pass away”
1:12	aj34		rc://*/ta/man/translate/figs-explicit	נָגֹ֖זּוּ	1	The implication is that they are sheared like sheep. You could include this information if that would be helpful to your readers. Alternate translation: “sheared like sheep”
1:12	aj56		rc://*/ta/man/translate/writing-pronouns	וְ⁠עָבָ֑ר	1	In this verse, the word **he** refers to the “plotter of evil” in verse 10. It is probable, however, that this person represents the many plotters of evil in Nineveh, and so **he** here refers to all of them as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: “those plotters have passed away”
1:12	aj78		rc://*/ta/man/translate/writing-pronouns	וְ⁠עִ֨נִּתִ֔⁠ךְ	1	The pronoun **you** refers to the people of Judah. If this is not clear for your readers, you could use the nation’s name here. Alternate translation: “you, Judah”
1:12	ak12		rc://*/ta/man/translate/figs-activepassive	נָגֹ֖זּוּ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God has sheared them”
1:12	al12		rc://*/ta/man/translate/writing-pronouns	שְׁלֵמִים֙	1	The pronoun **they** refers to the Ninevites. If this is not clear for your readers, you could use the people’s name here. Alternate translation: “the Ninevites”
1:13	ak34		rc://*/ta/man/translate/figs-metaphor	מֹטֵ֖⁠הוּ	1	Here the author is speaking of oppression as if it were a **yoke** that weighs down a work animal. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “their control over you”
1:13	ak56		rc://*/ta/man/translate/figs-metaphor	וּ⁠מוֹסְרֹתַ֖יִ⁠ךְ	1	Here the author is speaking of oppression as if it were **shackles** that bind a prisoner. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “their power over you”
1:13	ak78		rc://*/ta/man/translate/writing-pronouns	מֵֽ⁠עָלָ֑יִ⁠ךְ וּ⁠מוֹסְרֹתַ֖יִ⁠ךְ	1	The pronouns **you** and **your** refer to the people of Judah. If this is not clear for your readers, you could use the nation’s name here. Alternate translation: “you, Judah” or “you, people of Judah”
1:14	ax78		rc://*/ta/man/translate/writing-pronouns	עָלֶ֨י⁠ךָ֙	1	The pronoun **you** here refers to the people of Nineveh. If this is not clear for your readers, you could use the city’s name here. Alternate translation: “you, Nineveh” or “you, people of Nineveh”
1:14	al34		rc://*/ta/man/translate/figs-idiom	יִזָּרַ֥ע מִ⁠שִּׁמְ⁠ךָ֖	1	Here, **sown from your name** is an idiom that means “descendants who will carry on your name.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have that meaning or state the meaning plainly. Alternate translation: “There will not be descendants to carry on your name”
1:14	al56		rc://*/ta/man/translate/figs-metaphor	אַכְרִ֨ית	1	Here the author is speaking of destroying something as if it were **cut off**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “I will destroy”
1:15	al78		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֨ה	1	The author is using the term **Behold** to: (1) tell his readers to actually look toward the mountains, where a messenger will come from. (2) focus his readers‘ attention on what he is about to say. Your language may have a comparable expression that you could use in your translation. Alternate translation: “Listen!” or “Pay attention to what I am about to tell you”
1:15	am12		rc://*/ta/man/translate/figs-synecdoche	רַגְלֵ֤י	1	Here, **feet** represents the whole person of the messenger. Alternate translation: “a messenger”
1:15	am34		rc://*/ta/man/translate/writing-poetry	חָגִּ֧י&חַגַּ֖יִ⁠ךְ	1	Here, **celebrate your celebrations** is an emphatic construction that uses a verb and its object that come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of showing the emphasis.
1:15	am56		rc://*/ta/man/translate/figs-metonymy	יְהוּדָ֛ה	1	Here, **Judah** represents the people who live in Judah. Alternate translation: “people of Judah”
1:15	am78		rc://*/ta/man/translate/figs-activepassive	נִכְרָֽת	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God has destroyed him”
1:15	an12		rc://*/ta/man/translate/figs-metaphor	נִכְרָֽת	1	Here the author is speaking of destroying someone as if they were **cut off**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “destroyed”
1:15	an34		rc://*/ta/man/translate/figs-genericnoun	בְּלִיַּ֖עַל	1	The word **wicked** represents evil people in general, not one particular person. If it would be helpful in your language, you could use a more natural expression. Alternate translation: “wicked people”
1:15	an56		rc://*/ta/man/translate/writing-pronouns	נִכְרָֽת	1	The pronoun **he** refers to the wicked. If you have decided to use a plural form for **wicked**, you could use a plural pronoun here, or repeat your form for **wicked**. Alternate translation: “they are completely cut off” or “those wicked people are completely cut off”
2:intro	m3yl				0	# Nahum 2 General Notes\n\n## Structure and Formatting\n\nIf you have decided to set the text of this book into short lines of poetry, you will want to continue to do so in this chapter. \n\nDespite being divided into three chapters, this book contains one long prophecy.\n\n### Outline of chapter 2\n\n1. Description of the battle that destroys Nineveh (2:1-10)\n1. Comparison of Nineveh to a lion’s den (2:11-13)\n\n## Translation Issues\n\n### Past and present for future\n\nIn this chapter, Nahum describes a battle for Nineveh in which the city is destroyed. He describes the battle and the resulting devastation of the city as though he is watching it happen, probably because God showed it to him in a vision (1:1). However, the actual battle and destruction did not happen until many years after Nahum spoke this prophecy. If it would be helpful in your translation, you could explain this in a footnote, or change the verbs to future so that your readers will know that Nahum was predicting something that would happen later; it was not happening at that time.\n\n### Extended metaphor\n\nThere is an extended metaphor in 2:11-13. In this metaphor, Yahweh compares Nineveh to a lion’s den and its inhabitants to lions who kill and devour their enemies. If this is unclear for your readers, you may want to provide an explanation in a footnote. (See: [extended metaphor](rc://*/ta/man/translate/figs-exmetaphor)).
2:1	by01		rc://*/ta/man/translate/figs-apostrophe	עָלָ֥ה מֵפִ֛יץ עַל־פָּנַ֖יִ⁠ךְ	1	Here Nahum turns from addressing Judah to addressing Nineveh. He does this even though he knows that the people of Nineveh cannot hear him, in order to more powerfully express his prophecy against the people of Nineveh to his audience, which is the people of Judah. If it would be helpful in your language, you could express the transition here more clearly or add the name of the city. Alternate translation: “To Nineveh, I say: A scatterer has come up against your face” or “A scatterer has come up against your face, Nineveh”
2:1	pq12		rc://*/ta/man/translate/translate-tense	עָלָ֥ה	1	The author uses the past tense here in order to refer to something that will certainly happen in the future. If it would not be natural to do that in your language, you could use the future tense. Alternate translation: “will come up”
2:1	pq34		rc://*/ta/man/translate/writing-pronouns	פָּנַ֖יִ⁠ךְ	1	The pronoun **your** refers to the Ninevites. If this is not clear for your readers, you could use the people’s name here. Alternate translation: “your face, Ninevites‘”
2:1	pq56		rc://*/ta/man/translate/figs-metonymy	פָּנַ֖יִ⁠ךְ	1	Here, **face** represents the whole person. Alternate translation: “you”
2:1	pq78		rc://*/ta/man/translate/figs-abstractnouns	כֹּ֖חַ	1	If your language does not use an abstract noun for the idea of **power**, you could express the same idea in another way. Alternate translation: “make yourself much more powerful”
2:2	pq90		rc://*/ta/man/translate/translate-tense	שָׁ֤ב	1	The author uses the past tense here in order to refer to something that will certainly happen in the future. If it would not be natural to do that in your language, you could use the future tense. Alternate translation: “will restore”
2:2	qr12		rc://*/ta/man/translate/figs-abstractnouns	שָׁ֤ב יְהוָה֙ אֶת־גְּא֣וֹן יַעֲקֹ֔ב כִּ⁠גְא֖וֹן יִשְׂרָאֵ֑ל	1	If your language does not use an abstract noun for the idea of **majesty**, you could express the same idea in another way. Alternate translation: “Yahweh has made Jacob great again; he has made Israel great, as well”
2:2	qr34		rc://*/ta/man/translate/writing-poetry	בְקָקוּ⁠ם֙ בֹּֽקְקִ֔ים	1	Here, **plunderers plundered** is an emphatic construction that uses a verb and its object that come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of showing the emphasis.
2:3	ba01		rc://*/ta/man/translate/writing-pronouns	גִּבֹּרֵ֜י⁠הוּ	1	The pronoun **his** refers to Yahweh. If this is not clear for your readers, you could use the name. Alternate translation: “Yahweh’s”
2:3	ba02		rc://*/ta/man/translate/figs-ellipsis	מְתֻלָּעִ֔ים	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words if it would be clearer in your language. Alternate translation: “clothed in scarlet uniforms”
2:3	ba03		rc://*/ta/man/translate/grammar-collectivenouns	בְּ⁠אֵשׁ & הָ⁠רֶ֖כֶב	1	In this verse, the word **chariot** is singular in form, but it refers to all of the chariots as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: “the chariots flash”
2:3	ba04		rc://*/ta/man/translate/figs-metaphor	בְּ⁠אֵשׁ־פְּלָד֥וֹת	1	Here the author is speaking of **metal** as if it were **fire** because of how it gleams in the sunlight. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “metal that flashes like fire in the sunlight”
2:3	ba05		rc://*/ta/man/translate/figs-metonymy	וְ⁠הַ⁠בְּרֹשִׁ֖ים	1	Here, **cypresses** represents spears made with cypress wood shafts. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “spears made with cypress shafts”
2:4	ba06		rc://*/ta/man/translate/figs-explicit	יִתְהוֹלְל֣וּ	1	The implication is that the chariots are rushing wildly and without control. You could include this information if that would be helpful to your readers. Alternate translation: “rush wildly and uncontrollably”
2:4	ba07		rc://*/ta/man/translate/figs-simile	כַּ⁠לַּפִּידִ֔ם	1	The author is saying that the chariots are like torches because they shine brightly. If it would be helpful in your language, you could state that explicitly. Alternate translation: “shines brightly like torches”
2:4	ba08		rc://*/ta/man/translate/figs-simile	כַּ⁠בְּרָקִ֖ים יְרוֹצֵֽצוּ	1	The author is saying that the chariots are like lightning because they move with great speed. If it would be helpful in your language, you could state that explicitly. Alternate translation: “move as fast as lightning”
2:5	bx09		rc://*/ta/man/translate/writing-pronouns	יִזְכֹּר֙	1	The pronoun **He** could refer to: (1) Yahweh or Yahweh’s chosen commander, the “scatterer” from verse 1. Alternate translation: “The attacker”  (2) The commander of Nineveh’s army.  Alternate translation: “Nineveh’s commander” 
2:5	ba09		rc://*/ta/man/translate/writing-pronouns	חֽוֹמָתָ֔⁠הּ	1	The pronoun **her** refers to Nineveh. If this is not clear for your readers, you could use the name. Alternate translation: “Nineveh’s”
2:5	ba10		rc://*/ta/man/translate/figs-activepassive	וְ⁠הֻכַ֖ן הַ⁠סֹּכֵֽךְ	1	If your language does not use a passive form like **is prepared**, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “They prepare the siege-shelter”
2:6	ba11		rc://*/ta/man/translate/figs-activepassive	נִפְתָּ֑חוּ	1	If your language does not use a passive form like **have been opened**, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “have come open”
2:6	ba12		rc://*/ta/man/translate/translate-tense	שַׁעֲרֵ֥י הַ⁠נְּהָר֖וֹת נִפְתָּ֑חוּ וְ⁠הַֽ⁠הֵיכָ֖ל נָמֽוֹג	1	The author uses the past tense here in order to refer to something that will certainly happen in the future. If it would not be natural to do that in your language, you could use the future tense. Alternate translation: “The gates of the rivers will open, and the palace will melt away”
2:6	br36		rc://*/ta/man/translate/figs-metaphor	וְ⁠הַֽ⁠הֵיכָ֖ל נָמֽוֹג	1	Here the author is speaking of **the palace** as if it could melt to express how the flood of water will destroy the palace. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the water has destroyed the palace”
2:6	bi3c			שַׁעֲרֵ֥י הַ⁠נְּהָר֖וֹת	1	This refers to the gates that controlled the flow and direction of the river.
2:7	ba13		rc://*/ta/man/translate/figs-activepassive	וְ⁠הֻצַּ֖ב	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God has established it”
2:7	ba14		rc://*/ta/man/translate/figs-activepassive	גֻּלְּתָ֣ה	1	If your language does not use a passive form like **she is taken**, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Her enemies take her”
2:7	ba15		rc://*/ta/man/translate/figs-activepassive	הֹֽעֲלָ֑תָה	1	If your language does not use a passive form like **she is led away**, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “they lead her away”
2:7	ba16		rc://*/ta/man/translate/writing-pronouns	גֻּלְּתָ֣ה הֹֽעֲלָ֑תָה וְ⁠אַמְהֹתֶ֗י⁠הָ	1	The pronouns **she** and **her** refer to Nineveh. If this is not clear for your readers, you could use the name. Alternate translation: “Nineveh” … “Nineveh” … “Nineveh’s”
2:7	ba17		rc://*/ta/man/translate/figs-metonymy	לִבְבֵ⁠הֶֽן	1	Here, **hearts** represents chests. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “chests”
2:7	bz17		rc://*/ta/man/translate/figs-personification	גֻּלְּתָ֣ה הֹֽעֲלָ֑תָה וְ⁠אַמְהֹתֶ֗י⁠הָ	1	Here Nahum speaks of Nineveh as if the city were a woman who had female servants and who could be led away into exile. He also speaks of the female inhabitants of the city as if they served this woman. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “the inhabitants of Nineveh are taken into exile; they are led away and the women of Nineveh”
2:7	bxy9		rc://*/ta/man/translate/translate-symaction	מְתֹפְפֹ֖ת עַל־לִבְבֵ⁠הֶֽן	1	People beat on their hearts or chests as a symbolic action to show that they are sad. If this would not be clear to your readers, you could explain the significance of this action in the text or in a footnote. Alternate translation: “beating on their hearts in sadness”
